synthetic_example,system,trial_id,provider,model,llm_requests,input_tokens,output_tokens,api_cost_usd,input_price_usd_per_million,output_price_usd_per_million,pricing_basis,notes
True,A1 No diagnosis,A1-fft8-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18870,2741,0.015195,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-fft8-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18890,2747,0.015214,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-fft8-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18910,2753,0.015234,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-fft8-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18930,2759,0.015253,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-fft8-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18950,2765,0.015272,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-fft8-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18970,2771,0.015291,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-fft8-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18990,2777,0.01531,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-sobel_3x3-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19010,2783,0.01533,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-sobel_3x3-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19030,2789,0.015349,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-sobel_3x3-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19050,2795,0.015368,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-sobel_3x3-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19070,2801,0.015387,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-sobel_3x3-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19090,2807,0.015406,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-sobel_3x3-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19110,2813,0.015426,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-sobel_3x3-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19130,2819,0.015445,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-sobel_3x3-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19150,2825,0.015464,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-sobel_3x3-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19170,2831,0.015483,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-sobel_3x3-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19190,2837,0.015502,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-crc32_stream-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19210,2843,0.015522,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-crc32_stream-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19230,2849,0.015541,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-crc32_stream-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19250,2855,0.01556,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-crc32_stream-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19270,2861,0.015579,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-crc32_stream-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19290,2867,0.015598,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-crc32_stream-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19310,2873,0.015618,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-crc32_stream-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19330,2879,0.015637,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-crc32_stream-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19350,2885,0.015656,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-crc32_stream-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19370,2891,0.015675,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A1 No diagnosis,A1-crc32_stream-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19390,2897,0.015694,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-vector_add-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17410,2303,0.013794,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-vector_add-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17430,2309,0.013813,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-vector_add-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17450,2315,0.013832,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-vector_add-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17470,2321,0.013851,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-vector_add-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17490,2327,0.01387,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-vector_add-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17510,2333,0.01389,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-vector_add-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17530,2339,0.013909,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-vector_add-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17550,2345,0.013928,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-vector_add-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17570,2351,0.013947,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-vector_add-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17590,2357,0.013966,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-axpy-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17610,2363,0.013986,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-axpy-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17630,2369,0.014005,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-axpy-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17650,2375,0.014024,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-axpy-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17670,2381,0.014043,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-axpy-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17690,2387,0.014062,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-axpy-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17710,2393,0.014082,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-axpy-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17730,2399,0.014101,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-axpy-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17750,2405,0.01412,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-axpy-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17770,2411,0.014139,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-axpy-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17790,2417,0.014158,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fir16-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17810,2423,0.014178,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fir16-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17830,2429,0.014197,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fir16-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17850,2435,0.014216,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fir16-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17870,2441,0.014235,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fir16-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17890,2447,0.014254,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fir16-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17910,2453,0.014274,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fir16-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17930,2459,0.014293,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fir16-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17950,2465,0.014312,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fir16-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17970,2471,0.014331,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fir16-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17990,2477,0.01435,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-moving_average-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18010,2483,0.01437,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-moving_average-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18030,2489,0.014389,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-moving_average-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18050,2495,0.014408,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-moving_average-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18070,2501,0.014427,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-moving_average-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18090,2507,0.014446,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-moving_average-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18110,2513,0.014466,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-moving_average-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18130,2519,0.014485,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-moving_average-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18150,2525,0.014504,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-moving_average-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18170,2531,0.014523,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-moving_average-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18190,2537,0.014542,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-dot_product-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18210,2543,0.014562,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-dot_product-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18230,2549,0.014581,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-dot_product-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18250,2555,0.0146,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-dot_product-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18270,2561,0.014619,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-dot_product-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18290,2567,0.014638,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-dot_product-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18310,2573,0.014658,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-dot_product-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18330,2579,0.014677,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-dot_product-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18350,2585,0.014696,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-dot_product-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18370,2591,0.014715,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-dot_product-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18390,2597,0.014734,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-matrix_multiply_4x4-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18410,2603,0.014754,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-matrix_multiply_4x4-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18430,2609,0.014773,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-matrix_multiply_4x4-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18450,2615,0.014792,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-matrix_multiply_4x4-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18470,2621,0.014811,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-matrix_multiply_4x4-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18490,2627,0.01483,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-matrix_multiply_4x4-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18510,2633,0.01485,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-matrix_multiply_4x4-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18530,2639,0.014869,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-matrix_multiply_4x4-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18550,2645,0.014888,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-matrix_multiply_4x4-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18570,2651,0.014907,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-matrix_multiply_4x4-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18590,2657,0.014926,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
